,Unnamed: 0,evol_stage,initial_mass,initial_Yinit,initial_feh,initial_MLT,star_age,frac_age,ms_age,effective_T,log_g,radius,star_feh,delta_nu_fit,nu_max,hrgradient,fagegradient,initial_zx,star_zx
38,38,2,1.03,0.28,0.0,2.1,8.520139277656005,9.685165841799103,6.227122736152007,5112.94858214069,3.745633870376948,2.248124839931976,-0.013576047033920928,40.87008070375021,669.3013206036977,0.0010621634538037132,0.0005398236601285021,0.0181,0.01754294605189566
39,39,1,0.98,0.28,0.0,2.1,2.4072069063937804,1.705331366062174,7.729886802681186,5863.623210788779,4.473219418037552,0.9504909924635988,-0.03915345130420842,144.57769755218158,3337.7969584726884,0.00016724252891209742,0.0028407595759963322,0.0181,0.016539604622044547
40,40,1,1.16,0.28,0.0,2.1,4.067885517311578,5.443629901009129,4.199255540080211,6089.8318201525435,4.130017741903682,1.5351791577782723,-0.15792347533158646,77.09922461141315,1486.0677744040424,0.0004180415657820791,0.0025933695917618182,0.0181,0.0125821569864879
41,41,2,0.99,0.28,0.0,2.1,9.864873130015765,9.687833100703566,7.406038867892791,5086.583102412255,3.757434613832493,2.174369798758271,-0.015885158999890986,42.134860903275424,689.5171393530221,0.0009546769122825779,0.00045411240934900565,0.0181,0.017449919020153592
42,42,2,0.97,0.28,0.0,2.1,10.682181721166282,9.792843286577158,8.094449821985704,5031.547060108822,3.7131132028835534,2.264891821768844,-0.014430107706739763,39.10431195270081,626.016755792403,0.0006707176869786168,0.00030998255644509864,0.0181,0.017508480917176918
43,43,1,0.97,0.28,0.0,2.1,2.097039127924266,1.565046212489435,8.094449821985704,5825.5814588757885,4.491933783047845,0.925472785339728,-0.03226468131341618,149.66654484394346,3496.130760765744,0.00016759454001249928,0.002862808941636041,0.0181,0.016804047231777784
44,44,1,0.87,0.28,0.0,2.1,3.6322161941585023,1.6887673054649988,12.671148526688686,5492.0642256139645,4.548336521596583,0.8213647152879932,-0.03680793835183422,169.61922369995662,4100.079163921655,0.00019764670184606488,0.002723224783021727,0.0181,0.016629172427214876
45,45,2,0.87,0.28,0.0,2.1,15.409281942417135,9.235069431231816,12.671148526688686,5269.758683086076,3.979254571432742,1.5794221032094686,-0.04598522518187465,64.46379164692752,1128.970857721525,0.0012808260478664605,0.0006431287327200996,0.0181,0.016281460116038128
46,46,1,1.0,0.28,0.0,2.1,5.480959476711504,3.703205605455201,7.086683378199176,5947.544980685917,4.326081985394038,1.1373750156378906,-0.1014841799626954,111.984571948097,2361.764780525557,0.00017370194026881616,0.0021349056403472955,0.0181,0.014328291055594309
47,47,2,0.8,0.28,0.0,2.1,19.361107068928426,7.988164427126054,17.621887873516183,5427.968252389437,4.214166558912794,1.1562813142498396,-0.09887576264561226,98.44739362573911,1910.6073040649703,0.0006574488110719772,0.0018094731258402328,0.0181,0.014414607197397806
48,48,2,1.01,0.28,0.0,2.1,9.079029623532556,9.48626907539777,6.778158727378367,5216.36310905738,3.8261852974080255,2.0292191340566883,-0.019826421410950455,47.42943398651197,797.6730405411607,0.0013578204704472355,0.0006001775717444646,0.0181,0.017292275793658208
49,49,1,0.9,0.28,0.0,2.1,2.2000404056329192,1.43087805279201,11.034172315856123,5579.237483182001,4.549524850141999,0.8342640056845072,-0.02485703384814204,168.4381584502145,4079.068048583505,0.0001848504081398691,0.002799330990343643,0.0181,0.01709312785103928
50,50,2,0.89,0.28,0.0,2.1,14.593261903281036,9.806374217623775,11.574597690565655,4968.202607247854,3.724537255499607,2.14119112059106,-0.019388061715462708,40.752430595836906,646.7867739352812,0.0005898449173110013,0.0002327245051818583,0.0181,0.017309738745527187
51,51,1,0.94,0.28,0.0,2.1,8.550727375522609,5.097268882645451,9.244176995912698,5803.137740914565,4.298828922826951,1.1377418306176073,-0.10422073878995566,108.72190659579417,2245.5410959686765,0.0004929260466250088,0.004478112053484584,0.0181,0.014238290060508862
52,52,2,1.04,0.28,0.0,2.1,8.099957300657781,9.370292276562793,5.9485837932703305,5323.466198578427,3.845012297611583,2.014997826603216,-0.020666797047420585,48.779076031910016,824.5909639125806,0.0011591419817610896,0.000515245727057745,0.0181,0.017258846963765312
53,53,1,0.83,0.28,0.0,2.1,2.2049682011638683,1.3090710673434685,15.272600428535487,5274.679817538028,4.594053568987904,0.7611266672741914,-0.01993565274178331,185.71245327370445,4648.138305487847,0.0002043329193394959,0.0027055151895883783,0.0181,0.017287927083602897
54,54,2,1.04,0.28,0.0,2.1,8.291472289883226,9.87936931195511,5.9485837932703305,5049.524095046018,3.657572234944354,2.4998157067514337,-0.00901599007231729,34.836337380927375,549.883305533509,0.0006282208638640298,0.0003345307879362158,0.0181,0.017728116001203997
55,55,2,1.09,0.28,0.0,2.1,6.543075499751782,8.622075060328312,4.824137932989341,5768.319113948784,3.9216654433306672,1.8890056326044429,-0.0421342805833736,55.38929082347172,945.0707639719092,0.0014220815184703105,0.0018582079835154364,0.0181,0.0164264718695556
56,56,2,1.19,0.28,0.0,2.1,4.729146627684312,8.723266934245112,3.8794280795262175,5817.103767115512,3.8403063317351616,2.1686060435720096,-0.04705010627731865,47.12582626678297,780.3266699588959,0.0013461379848167553,0.0011838486431180464,0.0181,0.016241587216011218
57,57,2,0.91,0.28,0.0,2.1,13.187255669054787,9.337727738010733,10.561674426450939,5246.610227286449,3.925734537389439,1.7178395230859154,-0.03529797309542923,58.03254684341908,1000.2732640016279,0.001229126350979151,0.0005356575011753462,0.0181,0.016687089750345968
58,58,1,0.81,0.28,0.0,2.1,1.432211937642662,1.1741381641787494,16.79171875512362,5160.0352083924545,4.6119150744153465,0.7365964966096167,-0.012342445947268143,192.7454925747253,4896.79886840925,0.00020796999360443458,0.002688472848218562,0.0181,0.01759284712744491
59,59,2,1.01,0.28,0.0,2.1,8.78719512633724,8.82445474835801,6.778158727378367,5616.405247922044,3.956621339461345,1.746675059064896,-0.04285822118941863,59.87125033131439,1038.0437200913882,0.0013601356627308367,0.0013489396687773605,0.0181,0.01639911282038298
60,60,2,1.13,0.28,0.0,2.1,5.7991608580876575,8.936552366715889,4.562857433789538,5668.989682213921,3.857479436794754,2.0714596124476907,-0.036194234475951985,49.123600793473216,822.3375613941406,0.0012561357144847173,0.000871311286240184,0.0181,0.016652687811449855
61,61,1,0.96,0.28,0.0,2.1,3.899770070364943,2.2299713216409724,8.459324558709586,5830.5991609767725,4.450107239447117,0.9661102137343534,-0.05733714193482575,139.77879195712615,3173.7606465026233,0.00017638193492241027,0.0026906222540818425,0.0181,0.015861396911523815
62,62,2,0.84,0.28,0.0,2.1,17.997893185240756,9.90590719712871,14.576375251050134,4905.045491993104,3.6700195596975367,2.2147399664141303,-0.019888558318970267,37.571510622412035,574.1449695984015,0.0006789642197844612,0.0002239204531913064,0.0181,0.01728980186932259
63,63,1,0.85,0.28,0.0,2.1,8.137070891730987,2.9477117182996233,13.910367845083716,5514.265709904674,4.4847751360808585,0.8735073658522114,-0.07565206106103321,153.23544243976832,3534.7183599200484,0.00023814783567558897,0.0027282837463160625,0.0181,0.015206403624481531
64,64,2,0.96,0.28,0.0,2.1,9.534731937740725,7.105151560183148,8.459324558709586,5791.683004243438,4.156804825948221,1.3532165913543412,-0.09131313418437707,85.14783388092212,1620.7870510570997,0.0008289519782371434,0.0034968185549196784,0.0181,0.014667815572990881
65,65,2,1.2,0.28,0.0,2.1,3.785184592863649,5.976483762152071,3.782354398433177,6255.828262204865,4.043147091208498,1.7255413092974252,-0.17180963687360148,65.23639208356279,1200.406135491953,0.000378893546437468,0.00033691707125016457,0.0181,0.012186217860179704
66,66,1,1.19,0.28,0.0,2.1,3.8777376596775954,5.906423387080491,3.8794280795262175,6244.529552334638,4.055326963167581,1.6944129295558148,-0.1678673960712109,66.8758202554327,1235.664656296253,0.00046575471440433704,0.00039942782702478974,0.0181,0.012297339946510423
67,67,2,1.08,0.28,0.0,2.1,7.0194978727178166,9.32298009553694,5.021366061182642,5389.471512752947,3.8356337733487633,2.0756098977289232,-0.018949030018224056,47.60428725258035,802.0181694450338,0.001145042775919401,0.0005277900295203031,0.0181,0.017327246143850034
68,68,1,1.05,0.28,0.0,2.1,5.295331242097993,4.553482535499357,5.701476462362781,6027.0629116762975,4.241205776401335,1.2849059674052723,-0.12543111123003758,95.70043182858662,1929.6406445559705,0.0005140143215107472,0.005442769841959294,0.0181,0.013559618275691798
69,69,1,1.02,0.28,0.0,2.1,2.989275388392032,2.1562159593921204,6.4924266393488015,5989.0245743851465,4.408051098906773,1.0452476820636911,-0.06344907724837683,128.00878445622885,2842.474488555115,0.00016227331043421276,0.0026976820647775512,0.0181,0.01563973887233376
70,70,2,0.97,0.28,0.0,2.1,10.61557326392445,9.654505168337721,8.094449821985704,5089.100255634267,3.7790894554779073,2.0993718923456,-0.01821571215800025,44.01079338176138,724.5902340697041,0.0010631655442003038,0.0004807804845852192,0.0181,0.01735652837783359
71,71,2,0.82,0.28,0.0,2.1,18.283058500992986,8.497508546122402,16.034095100136632,5421.400470936011,4.144189756071258,1.2686008189925744,-0.08229090328183113,86.9143345205579,1627.2621978944712,0.0009865789017765435,0.0016503219491337262,0.0181,0.0149757186238327
72,72,1,0.99,0.28,0.0,2.1,0.2477050501088747,1.0586781743243907,7.406038867892791,5845.732506032168,4.5251238752738185,0.8999126078673314,-0.003900378903945341,157.51319126623312,3767.2802615365363,0.00022565859757526464,0.003563914588816471,0.0181,0.01793817249720648
73,73,1,1.15,0.28,0.0,2.1,3.64459978097238,4.34784939831792,4.31297783662831,6148.919016530241,4.186081741050907,1.4330215662467902,-0.1831791130825441,84.79387159268505,1682.6968378951856,0.0005511706397861285,0.0039738460257824895,0.0181,0.011871332298497744
74,74,2,0.94,0.28,0.0,2.1,12.086371161561516,9.995737342222377,9.244176995912698,4962.3369145051265,3.6020336896209444,2.5334267902066587,-0.010206562341815963,32.376399142167244,488.1059371324331,0.0005771947512700721,0.00022196111333283583,0.0181,0.01767958280577753
75,75,2,0.88,0.28,0.0,2.1,13.769439022987418,7.915194557758932,12.11448733159481,5598.805849017093,4.15801143819186,1.2936237877575796,-0.08363459287076384,87.32284153296375,1653.0548288159162,0.0007908400216938403,0.0021701207995626914,0.0181,0.014929455959485766
76,76,2,1.01,0.28,0.0,2.1,7.77350653102717,6.864257501306724,6.778158727378367,5886.50497300549,4.132514674366695,1.4273544424258944,-0.0952908965040971,80.65339092318199,1520.2304982773294,0.0008748939383301418,0.004080118241126751,0.0181,0.014534084417916959
77,77,2,1.09,0.28,0.0,2.1,6.830647074697072,9.478343092838402,4.824137932989341,5272.800987733744,3.7945543541821403,2.186103907296752,-0.014718756337196846,44.06088912873417,737.6616206145793,0.0012227807536557926,0.0005800104596416222,0.0181,0.017496847981122842
78,78,1,1.17,0.28,0.0,2.1,3.608780503883418,4.720896616134909,4.091309808430505,6141.923985349459,4.15617315071128,1.496066961337495,-0.18475989205614626,80.202116025631,1571.6088159522835,0.00040072156690445967,0.0026109714721641586,0.0181,0.01182820064065569
79,79,2,0.91,0.28,0.0,2.1,13.41859426626904,9.710950693355272,10.561674426450939,5017.612519716747,3.7719526326610215,2.0501971338597142,-0.020987301577415275,44.114110402351905,717.8399040651994,0.0007572423635928223,0.00031328984740841564,0.0181,0.017246114824031582
80,80,2,1.11,0.28,0.0,2.1,6.233969340382293,9.049452910534896,4.8147557497222335,5593.823681007465,3.857761292080372,2.052182942773503,-0.031184900087947318,49.31444494066097,828.3815731180008,0.0012136125451082172,0.0007198091674880391,0.0181,0.016845878916602542
81,81,2,0.97,0.28,0.0,2.1,8.71128089585263,6.428099307641872,8.094449821985704,5839.135419109333,4.194976771522966,1.301996748565777,-0.09983451428395942,90.51583328605145,1762.487404553274,0.0003349899801056912,0.0018910183838277692,0.0181,0.014382820505501171
82,82,2,1.07,0.28,0.0,2.1,7.3473731916457075,9.55181357506482,5.220910024115425,5210.780026344173,3.780820059237616,2.2004199694923474,-0.014176559123846197,43.15711893987072,718.9392819105417,0.0012728546377384193,0.0006306666171758124,0.0181,0.017518705653658262
83,83,2,1.2,0.28,0.0,2.1,4.7008197343894125,9.210172447895262,3.782354398433177,5523.801234403538,3.7889467822426406,2.310074208061756,-0.021279739053453654,42.880778838636296,711.4613056976477,0.0011272327606108169,0.0004694393770745542,0.0181,0.017234505851638653
84,84,2,1.0,0.28,0.0,2.1,7.61375121410836,6.1634951627918815,7.086683378199176,5900.771599290636,4.187017941818362,1.33417319957419,-0.1031769092453002,88.59067461275394,1721.4208688483484,0.00035255750386000085,0.0021862738401493553,0.0181,0.014272553040220662
85,85,2,1.1,0.28,0.0,2.1,6.669547486113495,9.757641305673586,4.961535200625608,5121.151587075614,3.6988908178974857,2.45227553333856,-0.011112430234456344,37.006690818566774,600.5242181574782,0.0009110378332649175,0.0005139091617351044,0.0181,0.017642744494531317
86,86,2,0.91,0.28,0.0,2.1,13.10005794367061,9.20080248866285,10.561674426450939,5335.0068411704915,3.96209456113413,1.647506607878814,-0.041108727695581285,61.87673176849158,1078.575609255498,0.0012598704820294124,0.0006603961747536635,0.0181,0.016465307550296564
87,87,1,0.96,0.28,0.0,2.1,3.0905313190716206,1.8880953437500636,8.459324558709586,5814.885500138966,4.474389499455271,0.939475683033377,-0.045376592709784655,145.66530531364288,3360.798230586003,0.00017282771090024852,0.0027734448489760977,0.0181,0.016304293406929512
88,88,1,1.16,0.28,0.0,2.1,0.3463592086169113,1.1551997083569938,4.199255540080211,6327.512913529224,4.392821855180763,1.1343909254801756,-0.02626791138982673,119.76968305172579,2670.108192523989,0.00017868127499436046,0.0034234150978534887,0.0181,0.01703768809604054
89,89,2,0.98,0.28,0.0,2.1,9.982056317898154,9.146401754026973,7.729886802681186,5434.744815338369,3.9276297295748592,1.7788010398033198,-0.03399732229091995,57.26449120242866,987.1057354196654,0.001228347656692033,0.0007016505638126612,0.0181,0.01673714014336222
90,90,1,1.07,0.28,0.0,2.1,1.053154121839173,1.3819204892776409,5.220910024115425,6096.1062236893185,4.432757112893374,1.0405381533815918,-0.03282139508376146,131.746801446832,2982.3209142959167,0.00015062768098551084,0.003039361518445069,0.0181,0.016782520246250262
91,91,2,1.04,0.28,0.0,2.1,6.427130012563572,5.902877730395818,5.9485837932703305,5978.297344999986,4.1709537417768905,1.386002073425445,-0.11067894800859296,85.30776542203962,1648.118787190679,0.00036659011737003646,0.0024844024549819377,0.0181,0.014028124992856472
92,92,2,0.81,0.28,0.0,2.1,19.13100443465305,8.5366139298251,16.79171875512362,5395.270650517175,4.1464552849494964,1.257546315613531,-0.08340939306913639,87.52858377133856,1639.7294292678769,0.000987921769852264,0.0015901037339590696,0.0181,0.014937199512555325
93,93,1,0.82,0.28,0.0,2.1,5.240188247007244,1.8464960280955331,16.034095100136632,5300.7356218503255,4.563800095957796,0.7833422569095484,-0.04545523828681357,176.9382251638932,4324.695637048152,0.00022093378764169677,0.0026537491637480537,0.0181,0.016301341160188224
94,94,1,0.9,0.28,0.0,2.1,3.4555234048792616,1.7554941096015306,11.034172315856123,5610.8864354368625,4.525869758785353,0.8572965026737994,-0.03894588741751644,161.77531548482418,3851.922526941341,0.00018795197911071747,0.0027511666898063225,0.0181,0.016547511342650617
95,95,1,1.13,0.28,0.0,2.1,2.3254185462633967,2.4066436974584366,4.562857433789538,6243.457086677847,4.306762322639932,1.2362398449659784,-0.1318520007249413,104.39260741371315,2204.8207187610096,0.00016172587015251053,0.002391925292247743,0.0181,0.01336061883366792
96,96,2,1.0,0.28,0.0,2.1,7.9732277851341795,6.7161138536796425,7.086683378199176,5878.429512771596,4.150976336625448,1.3904799607309626,-0.09682118211108004,83.40869851407432,1587.3372330467985,0.00030269623221795963,0.0014903035310848134,0.0181,0.014482962052243847
97,97,1,1.01,0.28,0.0,2.1,1.7083774135031615,1.527064952838211,6.778158727378367,5939.297865380428,4.4650371599730265,0.9740624095104812,-0.03305561222418972,141.4209414644611,3254.566358627934,0.00016050423390804948,0.0029264347793669103,0.0181,0.016773471791070402
98,98,1,0.95,0.28,0.0,2.1,0.35382002893629355,1.0725416489488613,8.823142337632476,5715.9122219172605,4.550217826101622,0.8564412295504457,-0.004696313338094565,166.22467903745286,4036.4406843628058,0.00019743677912583508,0.0031126721784545228,0.0181,0.017905327194251554
99,99,1,0.83,0.28,0.0,2.1,8.431597505680724,2.8006362982686945,15.272600428535487,5429.335402402578,4.505024770402007,0.8432791016999894,-0.0737590119555795,159.6264829347859,3732.2863706334306,0.0002536718057029149,0.002827415869155581,0.0181,0.015272831589842875
100,100,2,0.85,0.28,0.0,2.1,16.265415869987045,8.678937409861165,13.910367845083716,5444.912680949699,4.0979368838956,1.362108893470766,-0.07063527142898271,79.60802736945445,1459.7045050043241,0.0013445811089333832,0.001764385953608838,0.0181,0.015383080171270103
101,101,2,1.12,0.28,0.0,2.1,6.083115142427039,9.23073298144555,4.693988360961042,5470.787882634159,3.8284195672002106,2.1321824786073296,-0.023422229391100325,46.65315407351926,782.9213805406982,0.0011416516484369947,0.0005231853687573951,0.0181,0.017149692819140278
102,102,2,0.85,0.28,0.0,2.1,16.842913869027306,9.371011888384043,13.910367845083716,5163.72927569193,3.9513373082516585,1.6120742163625006,-0.04278944582782352,61.703772134392146,1069.495840772225,0.001278809861105676,0.0005393025444201394,0.0181,0.0164017100079365
