,evol_stage,initial_mass,initial_Yinit,initial_feh,initial_MLT,star_age,frac_age,ms_age,effective_T,log_g,radius,star_feh,delta_nu_fit,nu_max,hrgradient,fagegradient,initial_zx,star_zx,weights
3208,2,1.154613340360251,0.28,0.0,2.1,5.470130912616682,9.38213804947267,4.265167654282149,0.13701778948032678,3.7870934788821486,2.2704831795959413,-0.0174746453901799,42.97462951496897,719.1791375629425,0.0014454121494269457,0.0006186265700538485,0.0181,0.017386170307728984,0.13701778948032678
2336,2,1.0677560844223748,0.28,0.0,2.1,6.099558842664161,6.415751340056134,5.2908090026073396,-0.03709264158181497,4.117095435245076,1.4939266415704635,-0.10562868982507516,77.3827242099368,1452.9168022981878,0.00030610766461896253,0.001759041134562267,0.0181,0.014192205304672032,0.03709264158181497
4048,1,1.0961619189655636,0.28,0.0,2.1,4.673722747746098,4.830993692450236,5.002156483450218,3.0972261480359973,4.1939480310748705,1.3864203631561434,-0.14989065552029668,87.2713034198826,1723.0754962061358,0.0007030741583236279,0.0024964526560307676,0.0181,0.0128170453023299,3.0972261480359973
122,2,1.0963029195578284,0.28,0.0,2.1,6.082728520336545,7.777734982378144,4.999313594720704,-4.1977181045969925,3.994172646817439,1.743613667745223,-0.08104548810078123,62.516987759755565,1101.8613079066813,0.0013522541971841661,0.003640043588927444,0.0181,0.015018725744946391,4.1977181045969925
3938,2,1.0439008806001355,0.28,0.0,2.1,7.995715631297362,9.389982204861761,5.862122164455223,-0.8303690139030835,3.837953696677956,2.035222807561308,-0.019781708756556868,48.11758706546009,812.325129580742,0.0011550892675033476,0.00051138186666988,0.0181,0.017294056206226788,0.8303690139030835
2758,1,1.154613340360251,0.28,0.0,2.1,0.7169907550719379,1.3410447742151923,4.265167654282149,1.1485691051731133,4.376790955849306,1.1528358789825406,-0.05258346038256154,116.72483059099908,2575.744518120705,0.00016425829088637954,0.003085530576340839,0.0181,0.016035965546315617,1.1485691051731133
1376,2,0.9208815419766596,0.28,0.0,2.1,12.202208428351526,8.652020279488967,10.066300661529857,-0.6526193671851195,4.046991440322421,1.5033049287954747,-0.059649867154571434,71.51409168007093,1284.718172775454,0.0015683654764993807,0.00207423261480999,0.0181,0.015777155563363822,0.6526193671851195
186,2,1.1660237393358672,0.28,0.0,2.1,5.174404507643959,8.991918352342934,4.136310520223437,-3.8908460829211178,3.828117400610733,2.1767099262366867,-0.032518731809896916,46.339076991172746,769.1639117446613,0.001207256718152291,0.0007079635733050482,0.0181,0.01679422019432651,3.8908460829211178
4950,1,1.092651265892134,0.28,0.0,2.1,4.610449268991461,4.63424422063742,4.900528539491477,10.711991074221714,4.202506334401411,1.3704836474022584,-0.1511866663910551,88.6026175504657,1754.4456750223044,0.0006129785473193351,0.006159184675554763,0.0181,0.012778854005278987,10.711991074221714
34,2,1.1785745045154667,0.28,0.0,2.1,4.940851411001668,8.872856891627965,4.000201618688799,2.1578519312541156,3.83266374738433,2.177101939287855,-0.03910972230229735,46.617407108779275,771.8554011981703,0.0012727049441786133,0.0008932954316870356,0.0181,0.016541270074510422,2.1578519312541156
3775,2,1.1660237393358672,0.28,0.0,2.1,5.368865945888717,9.76561222163644,4.136310520223437,-2.5312778119249124,3.6801152244045285,2.580523367304891,-0.009751526650766387,35.289035765514576,573.7568906902277,0.0009710179804898578,0.0005892709691922571,0.0181,0.017698116444845424,2.5312778119249124
3631,2,0.9990820108419524,0.28,0.0,2.1,9.42435912145725,9.425523938335816,7.116143083194442,-1.9030310957284562,3.849768860230762,1.9642305882379327,-0.022484251871069075,49.609232793527696,839.3465910903113,0.0013425595805459487,0.0005831865802570224,0.0181,0.01718677229080423,1.9030310957284562
1756,1,0.9389688274271324,0.28,0.0,2.1,7.7917503063873825,4.385351031738044,9.28993205272908,-0.500499800087791,4.337192496278274,1.0881130421792973,-0.10134440786245344,116.06017849799008,2452.148551782375,0.00020716556753432722,0.002182025631437823,0.0181,0.014332903174151286,0.500499800087791
2363,2,1.062940554180625,0.28,0.0,2.1,7.353375571315607,9.056646289694385,5.3949369751138825,0.20826501441937567,3.8884408138073816,1.9379036115760404,-0.02874400592686197,52.53937569666947,891.5315961582777,0.0012348217627067744,0.000805827120198388,0.0181,0.016940825497635308,0.20826501441937567
4635,2,1.0961619189655636,0.28,0.0,2.1,6.6392049041367285,9.369154604985296,5.002156483450218,-4.154807125082178,3.8163622433378612,2.138516020995061,-0.019429715051080515,45.818193561159326,769.8709240950693,0.0011274099861207515,0.000489095600358147,0.0181,0.017308078642043284,4.154807125082178
1845,1,1.1686926491354517,0.28,0.0,2.1,3.157724822376675,3.86614614882482,4.10641879197193,-0.4096154825578201,4.196273023109542,1.4277702266589218,-0.21466209301303807,85.6377065997993,1712.9365102883621,0.0006552701184080756,0.004933091176825499,0.0181,0.011041205214482621,0.4096154825578201
4856,1,0.9463240620949358,0.28,0.0,2.1,1.6925098075882812,1.3914157893690278,8.982255901840102,0.4308126632561684,4.522969341088446,0.8820230762357942,-0.023130146984043545,158.83989148805844,3783.948111040464,0.0001717475138066761,0.0028749580366756178,0.0181,0.017161230631787844,0.4308126632561684
2529,2,0.8709720647636503,0.28,0.0,2.1,15.849732385304105,9.931186988042377,12.636423482829043,0.33841935600947287,3.648545377838549,2.311606099395704,-0.016462720667241873,35.83978837130068,545.3291831007077,0.0006836777243965735,0.00023538582015492082,0.0181,0.01742672806066622,0.33841935600947287
400,2,0.8696867123182173,0.28,0.0,2.1,15.67141219905425,9.564577107676161,12.678265711502357,1.9244938362142396,3.862594416671045,1.8058492216394184,-0.031238279571543955,52.42547711587556,880.8430723517005,0.0012904668359906752,0.0005044093932966565,0.0181,0.016843808503334955,1.9244938362142396
3971,2,1.060422667166995,0.28,0.0,2.1,6.696447660591558,7.306484097537086,5.439559289473802,-0.8611868087691821,4.060707839426375,1.5882591422422827,-0.08216344970342065,70.57660348910272,1283.5086924511486,0.0008997220132682771,0.003416794028538006,0.0181,0.014980114233521087,0.8611868087691821
