,Unnamed: 0,evol_stage,initial_mass,initial_Yinit,initial_feh,initial_MLT,star_age,frac_age,ms_age,effective_T,log_g,radius,star_feh,delta_nu_fit,hrgradient,fagegradient,initial_zx,star_zx,weights
30543,1827794,2,0.88,0.24,-0.4,1.9,0.06840705983981721,6.649333766594914,11.312755219874886,5796.94411544356,4.205899083345831,1.2247958866758109,-0.5669596539756988,94.19115795860687,0.00052014699587625,0.002039923658638698,0.0072057397870183,0.004905902591659886,0.06840705983981721
93046,2667813,1,1.02,0.24,0.1,1.7,-0.02394929200939272,3.039807394973236,10.557898582587343,5527.0668067862325,4.379462178002684,1.080223630750779,0.02337611169367516,122.75106922120514,0.00018265420339550712,0.0018827452503615285,0.02278654995347443,0.019100937633174633,0.02394929200939272
10091,4807079,1,1.15,0.24,0.4,1.7,0.04017862664040214,1.440306496004787,9.393222836508187,5332.723518385759,4.448452372799771,1.0594181535793907,0.378108205492834,134.00982043749528,0.00016501511390496106,0.002185188630863061,0.045465144410323406,0.04323015377365327,0.04017862664040214
34752,8329938,1,1.075,0.27,-0.25,2.4,0.021568100631335102,1.1597930177846123,4.333435926010978,6425.019792956377,4.44682776571446,1.0262071257564471,-0.2775699904609284,133.28051302023616,0.00017431514319573858,0.002503026414802545,0.01017837798594532,0.00955231387741686,0.021568100631335102
2156,4353718,3,0.86,0.32,0.4,1.9,-0.0471507291988143,8.130489164635247,15.498017278507039,5188.981170973036,4.178663544511254,1.2487852940696231,0.3205804017908856,91.08912979623356,0.0008158701927473753,0.0016688697289377608,0.045465144410323406,0.037866832330763836,0.0471507291988143
9102,1817002,2,1.09,0.32,-0.4,2.1,-0.015351017833943992,9.596463612476587,2.692776908098349,6021.537397294999,3.668219340121572,2.5290892444235022,-0.4494037516722457,35.01406744752246,0.00131684404559514,0.0004076362279912815,0.0072057397870183,0.006430945412507783,0.015351017833943992
26446,5429959,2,0.84,0.3,-0.5,2.3,-0.03076043912334081,8.49841842519956,8.075048013516318,5993.970687073943,4.0101868819192035,1.4978105415398728,-0.636314808273176,68.1009960756233,0.00103963918170826,0.001233728812439272,0.005723722564904768,0.004181804894529685,0.03076043912334081
74513,6333872,2,1.0,0.3,0.5,2.3,0.016894994646495576,9.194237020059113,11.029013536970792,5144.78982253809,4.033167662343393,1.5916892843977453,0.4639912930967566,68.19058634356217,0.001234223533651924,0.0005009665601264923,0.05723722564904767,0.05268292361884985,0.016894994646495576
76885,7833797,2,0.87,0.26,-0.5,2.5,-0.009305691635727309,9.917864267905781,9.555503774876447,5303.538161062127,3.650998698139246,2.303351916727704,-0.5192457767930383,35.94028163504307,0.0006073805202723399,0.00017637527083330662,0.005723722564904768,0.005475613657744767,0.009305691635727309
26259,8289151,1,1.075,0.27,0.35,2.4,0.025216207364931353,4.017366040526896,8.839948910636966,5706.86777116124,4.372717473858184,1.1176097242821432,0.28012262547585737,119.3712427127517,0.00015530859842582414,0.0015531688800710095,0.04052085260808695,0.03449857848664708,0.025216207364931353
24005,2103973,2,1.13,0.32,0.25,2.1,0.0188953345634566,8.981670443588119,4.6240222478948985,5520.6050153167125,3.8797368981765534,2.019474207684134,0.2207732461961376,50.99230027601202,0.0011818996216550273,0.0005122278733212249,0.0321868573217045,0.030092053208629236,0.0188953345634566
79948,7833980,1,1.0,0.26,0.0,2.1,-0.027715171977327868,2.2409894915752546,8.446637569068125,5824.145148932596,4.440258106860543,0.9972765870475012,-0.05669419457529136,136.10602486682112,0.00017166676933419952,0.001990342845635401,0.0181,0.015884896164255147,0.027715171977327868
80363,203761,2,1.07,0.24,0.2,1.7,-0.00305701100348843,9.422122041285926,9.963917885651073,4795.681274232492,3.8689302971491575,1.9887553388371464,0.17512247692022948,50.68846600008857,0.0012017484950125293,0.00038330987985873977,0.028686566783546162,0.02708950390481692,0.00305701100348843
25921,4863430,2,0.91,0.28,-0.2,2.1,-0.046498661672543795,9.351522589003963,8.559142576174525,5424.716411336548,3.8791515216455217,1.8122364207918813,-0.23567740397610185,53.55228611895712,0.0012458827836412767,0.00043478647094746803,0.011420327935091498,0.010519647100014223,0.046498661672543795
55908,6539438,1,0.86,0.28,0.2,2.5,0.019197467152784586,2.7613163285070432,17.00676390819641,5293.369856892774,4.528062717135793,0.8359158186069754,0.134979485852229,164.57286978526858,0.0002644901815301604,0.0021696944442770594,0.028686566783546162,0.02469778813058511,0.019197467152784586
39044,3066277,3,0.95,0.28,0.5,2.1,-0.044525639562479125,9.73024232469486,16.66273115343698,4644.414286046721,3.8186935778030335,1.9856143676452915,0.4770977132109169,47.231308412622546,0.0005522672363330633,0.00014810933468156762,0.05723722564904767,0.05429705667621235,0.044525639562479125
58679,3856285,2,1.19,0.32,-0.2,2.1,0.016385071140910146,8.944354622621809,2.380191016981602,6206.056542952663,3.7308989574797056,2.4597820073048435,-0.2700346480216745,37.777569861867406,0.001421463641481445,0.0007311199593655893,0.011420327935091498,0.009719500061477274,0.016385071140910146
36151,3318273,1,0.81,0.32,-0.3,2.1,0.053616119018977226,5.526267493986779,8.990882605769244,5981.587617779523,4.280077525669101,1.079132975031209,-0.4631868959353918,108.61962731196985,0.00047301850867924805,0.0027188335366726823,0.009071488928653629,0.006230052105579222,0.053616119018977226
35409,5330308,1,1.15,0.3,0.45,1.7,-0.014437329284430825,5.308277578654344,6.6745283065297185,5483.059723063605,4.197604803436314,1.4141360547529669,0.37741639178747177,87.28824710808657,0.00042685017596648443,0.002313939520860231,0.05101273105588661,0.04316134469074225,0.014437329284430825
59484,48822,1,1.12,0.28,0.45,2.1,0.007898812816519551,1.0826896937375925,8.36749894376203,5561.549807894696,4.508079841625744,0.976143725906481,0.4459134115101132,148.86900373048456,0.00023016805746643173,0.0024336136453174087,0.05101273105588661,0.050534966993300935,0.007898812816519551
49793,3663299,3,0.81,0.24,0.1,1.9,-0.040422697230488025,9.537245945804965,26.255291873955287,4675.093495350665,3.9368723062734623,1.6001700029288877,0.049051026906847775,61.038078032965444,0.0009441920345007078,0.00029034040253300697,0.02278654995347443,0.0202642064694111,0.040422697230488025
42388,5078039,2,0.85,0.28,-0.4,2.1,0.010617563045779876,9.303105199070837,9.542372802229963,5562.4573019520785,3.890168961476786,1.7293684525421176,-0.452358967263705,55.523673204964936,0.0013306437765203565,0.0005501961084178331,0.0072057397870183,0.006387333723009347,0.010617563045779876
