,evol_stage,initial_mass,initial_Yinit,initial_feh,initial_MLT,star_age,frac_age,ms_age,effective_T,log_g,radius,star_feh,delta_nu_fit,hrgradient,fagegradient,initial_zx,star_zx
4855,1,1.14,0.28,0.0,2.1,3.059551938979989,0.5286033611285901,4.4426321398840525,6218.88141894765,4.24511915648794,1.333022635749695,-0.17980721699143615,93.78329535543676,0.00043492680955564293,0.004498276629758768,0.0181,0.011963860979688243
4856,2,1.04,0.28,0.0,2.1,7.217087369794665,0.8775659017243271,5.9485837932703305,5899.615827006584,4.0738222396222765,1.5493577812476436,-0.08246815632168299,72.52673086992677,0.0008909700366496943,0.0032729628795267196,0.0181,0.014969607678076003
4857,1,0.95,0.28,0.0,2.1,8.75667039319942,0.7601920729104491,8.823142337632476,5818.817847268744,4.258716824003852,1.1976354811338823,-0.1034451736640356,101.31206210623183,0.0004984548594467315,0.0037951871885533728,0.0181,0.014263739582959517
4858,2,1.2,0.28,0.0,2.1,4.6990392991809085,0.9873282405393341,3.782354398433177,5530.263267599683,3.789653965655881,2.3081989090568857,-0.02154861536509134,42.93835947870063,0.0011302158484023518,0.0004727987581031323,0.0181,0.01722383908889715
4859,2,0.96,0.28,0.0,2.1,10.810782759621521,0.9752149903326545,8.459324558709586,5360.670731150985,3.9218853133657263,1.7722275662767548,-0.033155919097853065,56.93839221452516,0.0012133851442599124,0.0005971250957307328,0.0181,0.016769598151634185
4860,1,0.85,0.28,0.0,2.1,3.2769162076436715,0.19033545130142732,13.910367845083716,5394.526208135298,4.568566754866718,0.7931781867435018,-0.03126876606632438,176.66197000522956,0.00020377250709490552,0.002708632821531956,0.0181,0.01684262614740307
4861,2,0.89,0.28,0.0,2.1,14.456562021465972,0.9899141196352635,11.574597690565655,5056.278286965848,3.8363940900986857,1.8827029056399245,-0.027228932194072814,49.76628132802853,0.0011151342623482634,0.00044572119513641706,0.0181,0.017000028234428335
4862,1,0.94,0.28,0.0,2.1,2.0327487779157254,0.16974461221237822,9.244176995912698,5723.393041053221,4.520567153258174,0.8815055010732652,-0.02704338973503829,158.4740341528629,0.00017371877097521982,0.0028451273503417307,0.0181,0.017007292662266242
4863,2,1.0,0.28,0.0,2.1,9.239717104535398,0.9695638671599396,7.086683378199176,5487.531266289416,3.925070734472549,1.8021511601733249,-0.034033133701159964,56.76340333738739,0.001247371571690021,0.0007747313730862571,0.0181,0.016735760075446405
4864,2,0.93,0.28,0.0,2.1,11.539691232487874,0.9265727780302113,9.661852852265543,5638.750049223962,4.081251041934286,1.4524703478390366,-0.06857822312960336,75.63121122235124,0.001177346737116963,0.0023476035053995314,0.0181,0.01545611540295427
