,evol_stage,initial_mass,initial_Yinit,initial_feh,initial_MLT,star_age,frac_age,ms_age,effective_T,log_g,radius,star_feh,delta_nu_fit,hrgradient,fagegradient,initial_zx,star_zx
4245,2,1.0765463607143848,0.28,0.0,2.1,5.686892405939608,0.787774767384107,5.081790012319021,6037.4079835839575,4.138609120892548,1.4635239147939099,-0.11434785848005312,80.01803078807096,0.0003328188814429902,0.002339058959520135,0.0181,0.013910114869038207
4246,1,0.934012845601648,0.28,0.0,2.1,2.416375372500399,0.1971123904969567,9.470664906493164,5711.558555726521,4.517121927766725,0.8821859513015603,-0.03133652380576687,157.8153781776346,0.00017607293118199752,0.0028245178397980075,0.0181,0.01683999860019506
4247,2,0.8136647254837392,0.28,0.0,2.1,16.964597616185472,0.8439543825402073,16.51704471536441,5495.613182637364,4.290161084335106,1.0687884203837423,-0.1110068164120471,111.27299273876059,0.0003255290189325872,0.0016323766071627555,0.0181,0.0140175385280626
4248,2,0.9733723793947712,0.28,0.0,2.1,10.461351783124176,0.993329883347654,7.972049300410562,5113.755942280469,3.795990635639357,2.0625242569301867,-0.019324048497896467,45.32406813619668,0.0017069858041292366,0.0007742457875941078,0.0181,0.017312290317752197
4249,1,1.0439008806001355,0.28,0.0,2.1,0.9766873627169588,0.12044542056448439,5.862122164455223,6022.301743111005,4.458691903703149,0.9975354923005896,-0.02399879209208094,138.65594616848531,0.0001546112503768315,0.0030392531030295628,0.0181,0.01712694025599797
4250,2,0.8236162093393309,0.28,0.0,2.1,16.448822917409274,0.8542883520963378,15.74157640425576,5519.040196245306,4.271417398409851,1.0986969906196002,-0.10844811371918556,107.46069317176992,0.00030541865184883463,0.0014151304644274276,0.0181,0.014100368450144925
4251,1,0.9555987440125916,0.28,0.0,2.1,7.192275234318818,0.6379299520984324,8.624572596212923,5844.770338627463,4.329559010383444,1.107396015742526,-0.10168788991040202,114.03237331426054,0.00019625277767352733,0.0021143445129969685,0.0181,0.014321571810701178
4252,1,1.0765463607143848,0.28,0.0,2.1,0.24036063508335725,0.033295872310389336,5.081790012319021,6098.816896748806,4.4596876183783865,1.0118525630270798,-0.00722725792166342,137.71939227551744,0.00019425221996841792,0.0036917172019517025,0.0181,0.01780128350851059
4253,1,0.931790710764543,0.28,0.0,2.1,6.493651872163852,0.5251335251471719,9.565606337475344,5782.538830624649,4.403767738676263,1.003968289222864,-0.08287656095838543,130.2495269568781,0.00020674791976749623,0.0025797332642378823,0.0181,0.014955537079114425
4254,2,1.1686926491354517,0.28,0.0,2.1,5.225293612596128,0.992788266627841,4.10641879197193,5376.211056177939,3.7834756132762926,2.2939027984214047,-0.017301468977066692,42.597027332105505,0.0014421036333011237,0.00060822514143688,0.0181,0.01739310448514831
4255,1,0.9733723793947712,0.28,0.0,2.1,2.4312042098874715,0.23084854082601514,7.972049300410562,5843.423047485734,4.479247988150421,0.9407195981928352,-0.03815670758309538,146.3317678825807,0.00016809956432206296,0.002833553726613758,0.0181,0.016577608051375273
4256,2,0.8236162093393309,0.28,0.0,2.1,19.136338012864872,0.9938675094414402,15.74157640425576,4935.801612708805,3.79489302203868,1.8996620326206888,-0.029413092326640425,47.082232237326366,0.0006344248874128976,0.00023050166393800975,0.0181,0.016914746075768473
4257,2,1.1990769587260588,0.28,0.0,2.1,3.959632000849457,0.829505740442889,3.7207226349248192,6189.009895382937,4.007695106551767,1.7964910168690753,-0.171301058655892,61.7468514294473,0.0003128123251115402,0.0011654463875685472,0.0181,0.012200496824096328
4258,1,0.8236162093393309,0.28,0.0,2.1,12.88835855442058,0.6693715803231989,15.74157640425576,5494.665454797709,4.411840087696297,0.9351624831618901,-0.10682508875727856,136.49150487481828,0.0003394519440186577,0.002964198180090083,0.0181,0.014153162273422759
4259,1,0.934012845601648,0.28,0.0,2.1,8.62001550850862,0.7031655273182079,9.470664906493164,5790.753886876765,4.3101815160881225,1.1194389559339692,-0.10460983233898108,111.01684011420643,0.0006325768734999558,0.006065462883067585,0.0181,0.014225539390007121
4260,1,1.1116978694410429,0.28,0.0,2.1,0.6880002748734165,0.10803957277720927,4.792621595891778,6203.531162497218,4.412987700782039,1.0850361630681993,-0.030766892414135844,125.92790061025669,0.00016045558092460434,0.003145689351820996,0.0181,0.01686210085092461
4261,2,0.9082243376830028,0.28,0.0,2.1,11.351262399102707,0.8363744821268277,10.653165281869686,5713.90036456265,4.225254574573207,1.2166973864552302,-0.09833586067239984,96.91409119053046,0.00031212954129173997,0.0016119360037228914,0.0181,0.014432538151322455
