,Unnamed: 0,evol_stage,initial_mass,initial_Yinit,initial_feh,initial_MLT,star_age,frac_age,ms_age,effective_T,log_g,radius,star_feh,delta_nu_fit,hrgradient,fagegradient,initial_zx,star_zx,weights
66865,5384596,1,1.13,0.26,-0.1,2.5,3.897257362723351,4.016703118621088,4.571133019281931,6284.723443198253,4.2465371647002135,1.3249982848482438,-0.2564293008565283,-0.44779484141195225,0.00013450399892023037,0.001046234829893855,0.014377341048509497,0.010028807009864305,0.44779484141195225
48479,2968918,2,1.08,0.28,0.35,1.7,9.108995833660877,6.368122378671797,8.004996971134968,5473.531211078738,4.162864214305917,1.4254992797394168,0.2755146403921413,-0.20408005864360956,0.00029620156229512567,0.0013028895223824446,0.04052085260808695,0.034134474027057035,0.20408005864360956
82401,8300830,2,1.035,0.31,-0.45,1.8,4.289857658489422,9.10076613748384,3.252219227397907,6131.713093659289,3.7794859418986113,2.167643518189991,-0.5066747963500369,-0.33740730575067657,0.0014584001904110564,0.0008164526847386777,0.006422122345127717,0.005636425596988525,0.33740730575067657
3146,6888679,1,0.89,0.28,-0.3,1.9,1.667170106889624,1.4259536517147569,8.537525772034014,5870.862834043801,4.5110739424780295,0.867166932785451,-0.33744683910201484,-0.1212229214283713,0.00016680334194030727,0.0021581723698013977,0.009071488928653629,0.008322077114645452,0.1212229214283713
80735,3512671,2,1.03,0.3,-0.5,1.9,3.8290944866299,6.327220060316707,3.4908319714921268,6616.798172847871,4.084707376814754,1.5230620792148462,-0.6076775943572352,0.6588760960430304,0.0004524997085375784,0.0017673152908030954,0.005723722564904768,0.0044668460063509614,0.6588760960430304
56229,265872,2,1.08,0.24,0.4,2.3,14.361757247482627,7.757615753612152,12.136663530577678,5398.0317685157615,4.197626909545594,1.3693757450976645,0.33953564464925684,-0.10978874919985869,0.0008717635186675034,0.002304710200756621,0.045465144410323406,0.03955616861862946,0.10978874919985869
29347,5415002,2,1.17,0.32,-0.4,1.9,2.2583079264338384,6.751701697694547,2.1877939031001867,7289.155789955649,4.059674373008871,1.6715490900813348,-0.5993667231878975,0.4742412685365174,0.0005512093694801178,0.0010628667441529016,0.0072057397870183,0.004553148884942328,0.4742412685365174
4599,4308288,1,1.03,0.24,0.2,2.5,3.8265826443466326,1.801754950382008,11.479982643324885,5537.898113847998,4.521988302807454,0.921232259653522,0.16766358538884688,-0.079105268643733,0.0001948757508092431,0.00209806421337827,0.028686566783546162,0.026628221463004385,0.079105268643733
98953,4686240,1,1.1,0.32,-0.3,2.3,2.729912488608591,5.4400985638922394,2.807918963733337,6627.3139367877,4.098724293041509,1.5497566735016055,-0.6096796283851552,-0.27922133696436335,0.001719357882080236,0.002854558010407071,0.009071488928653629,0.004446301888793667,0.27922133696436335
681,4412510,2,1.08,0.3,0.5,1.7,9.366831329272042,6.411003909032787,8.143719140032418,5385.79636456002,4.1698028050643545,1.4142305561902642,0.4268804296186415,0.666733520403692,0.0002757070160008458,0.001220849095994847,0.05723722564904767,0.04836809741157925,0.666733520403692
76897,8192626,2,1.195,0.25,-0.25,2.0,4.545819826822738,9.089931230653976,3.603384730629264,5811.563052564098,3.7606404820569597,2.3812378139667643,-0.2931917477004989,0.4201052754408057,0.0012886596743682118,0.0005430202354746451,0.01017837798594532,0.009214819383217457,0.4201052754408057
74511,1526728,2,1.0,0.26,-0.5,1.9,5.901608895933162,6.86934720760145,5.442586498909787,6221.453127461207,4.070509760585352,1.5253879423798586,-0.6558030650381499,0.2702805010550248,0.0004019643540708908,0.0012851478414855346,0.005723722564904768,0.003998301223453349,0.2702805010550248
37072,5644211,2,1.02,0.26,0.1,2.3,11.567133955038354,9.732344877187943,8.738399957902613,5025.548201217156,3.7547149632795818,2.214247748505398,0.08626569115714215,-0.06684761547495816,0.0006379132421509117,0.00021718199179765477,0.02278654995347443,0.022077213930576798,0.06684761547495816
49045,5543098,1,1.02,0.3,0.5,1.7,4.950509289860738,2.2102447169478276,10.352985251808931,5285.506538969159,4.432905551036116,1.015762059352444,0.4501183432090716,-0.017884035652775118,0.00017209302303026198,0.002099423698454284,0.05723722564904767,0.05102663367991585,0.017884035652775118
92787,2831945,2,1.1,0.3,0.0,1.7,4.517016048837684,6.075905465057847,4.319496945057871,6003.556942577417,4.03676259607111,1.6640021897107111,-0.21931837225407733,0.583344277847571,0.0003927889640181652,0.0014739328024303555,0.0181,0.010923459494817477,0.583344277847571
38806,1569532,1,1.11,0.32,-0.5,1.9,2.38230145049308,5.8054648847768995,2.403829822511876,7281.214249894209,4.135027279096166,1.49295883625319,-0.7798459404867393,0.6979505884238879,0.00047239042631384923,0.0017383019723766768,0.005723722564904768,0.0030049180634452964,0.6979505884238879
97232,7734840,1,1.2,0.24,0.45,1.7,7.667623528401525,4.477712741495638,9.10736781888025,5372.545052126021,4.260916099909212,1.3430038256003922,0.3725646113897672,-0.4116228666067189,0.0008047515309631298,0.0050708204381589295,0.05101273105588661,0.04268184519024236,0.4116228666067189
51966,980420,1,1.2,0.3,-0.1,2.1,0.4904449899107034,1.3423971160015047,2.9559980503775964,6699.3214764796485,4.3220728237339845,1.2516960676978524,-0.2349240369803961,-1.0488524866725837,0.0002232546878834917,0.002804535470498276,0.014377341048509497,0.01053791128039974,1.0488524866725837
9161,8471640,1,1.195,0.29,0.45,2.4,1.939763084485385,1.7479420896912112,6.330940912775249,5963.252057834156,4.422492267460538,1.1127112926328564,0.4200454286544954,-0.10512720051193566,0.00014461573929871018,0.002168301909073106,0.05101273105588661,0.047612830854088746,0.10512720051193566
81272,7419923,1,1.05,0.26,-0.5,1.9,2.2917900200242705,2.4467474856578377,4.441186754017074,6431.559846051533,4.311464826788927,1.1852416730334232,-0.941083609325366,-0.3277500527944768,0.00015508048066013096,0.0017720052533569952,0.005723722564904768,0.002072979300627269,0.3277500527944768
20877,4019847,2,0.87,0.24,-0.2,1.7,17.09149262013026,9.608619428235635,14.298561261816776,4912.65692042499,3.8249293154520463,1.8860871001583168,-0.23531412796357346,0.06446227004328167,0.0016742289567356218,0.0004927916049994874,0.011420327935091498,0.010528450191842785,0.06446227004328167
54950,967208,1,0.88,0.32,0.3,2.1,9.273804606633993,3.7578471821788124,12.31322563688373,5485.4831606533,4.4284824914563465,0.9482978524768259,0.2185122733578883,0.09620412152218843,0.00022101196685380848,0.0020476116402800004,0.036114247900936716,0.029935798591573682,0.09620412152218843
28812,2561289,1,0.8,0.3,0.25,1.9,0.3065982408794052,1.028535730765128,20.468821694280784,4780.340416896197,4.617577531324894,0.7272787604162819,0.2479367119298216,0.6711681980042351,0.00019462521193090005,0.0018059111311918528,0.0321868573217045,0.03203430356911645,0.6711681980042351
81568,8659544,2,1.075,0.29,-0.45,2.4,4.371078492298225,9.164656718761222,3.273958027233169,6143.283914886564,3.7725051942112846,2.226906606822109,-0.4954758830814263,0.37058602663781537,0.0014065840427471413,0.0005944027471920242,0.006422122345127717,0.005783659165250094,0.37058602663781537
82717,306349,2,1.04,0.24,-0.3,1.7,6.411513147777303,6.1714701585036735,6.1669865242273705,5980.333409110677,4.1087606404513455,1.4889055282751609,-0.5094098555126205,0.24781599675317498,0.0004126100528055368,0.0018312698407843555,0.009071488928653629,0.0056010405822847905,0.24781599675317498
21868,4816967,2,1.17,0.32,0.2,1.9,3.9408531441799006,6.075779855652314,3.888616849104732,6019.488484984311,4.073816106202371,1.6447431882029202,0.09436587787727664,1.577220015658417,0.0008837624734277636,0.00031868740792440065,0.028686566783546162,0.02249284822371169,1.577220015658417
64012,6765604,2,0.91,0.32,0.1,2.3,8.746252152841938,6.0763172001607835,8.256803931349182,5881.689394161024,4.256883401902541,1.1744257923371118,0.009535125467224079,-0.11745818856598927,0.00033950988056905863,0.0017272483881233813,0.02278654995347443,0.018501787999439214,0.11745818856598927
9283,1050818,1,1.2,0.32,0.1,1.9,3.06631187031472,5.830632660531187,3.1447678674100636,6071.236495633731,4.046665449878404,1.7187098850411886,-0.09155518381492056,-4.672869888451681,0.00023187325997941444,0.0015960236628093651,0.02278654995347443,0.014659642892242756,4.672869888451681
