,Unnamed: 0,evol_stage,initial_mass,initial_Yinit,initial_feh,initial_MLT,star_age,frac_age,ms_age,effective_T,log_g,radius,star_feh,delta_nu_fit,hrgradient,fagegradient,initial_zx,star_zx,weights
67304,6965484,2,1.12,0.32,-0.5,1.7,2.9376043081054037,9.459912085649808,2.3376018006265107,6508.83379310139,3.756684836007036,2.3160479350985708,-0.5635521391352856,-0.6462522788765286,0.0014631598287710855,0.00047462914663176653,0.005723722564904768,0.004944546161306304,0.6462522788765286
48577,4351972,2,1.12,0.32,-0.5,2.5,2.976721520175648,9.462790765418264,2.337457025986435,6465.557955998337,3.7300842406428703,2.387836841717876,-0.5587038295822861,0.5945574967647392,0.0014552709817464908,0.0005099122016196667,0.005723722564904768,0.005000054582512033,0.5945574967647392
82602,6226564,2,1.19,0.28,-0.2,2.5,3.1918580847159284,6.001334612181405,3.1542639137724056,6588.3520891950875,4.044859319747837,1.714881323101982,-0.4844692264767164,-0.935982705635156,0.0003555055336556176,0.0008890649379010297,0.011420327935091498,0.005932112086771089,0.935982705635156
3103,4595270,1,1.2,0.3,-0.3,1.7,1.2222225087182952,2.5140938239842785,2.425006620607308,7117.545232317373,4.2670474312882645,1.3335570021139962,-0.5380770716121372,0.5305524255114137,0.0004797277494303633,0.003584388290162971,0.009071488928653629,0.005243261321330513,0.5305524255114137
80857,7474579,2,1.14,0.24,0.1,1.9,8.88377726139614,9.594826271740045,6.413504307233963,4922.485900453183,3.7763267555297912,2.283327615524002,0.08653939395515335,-0.07550285413800815,0.001399927439458754,0.0005087229201331533,0.02278654995347443,0.022091131905525217,0.07550285413800815
56353,623681,2,1.16,0.24,-0.2,1.9,5.600057001701026,8.520070304959145,4.2331049711399205,5871.97709439848,3.872186784104706,2.062891915320752,-0.24970652270771765,0.15984602245262583,0.0014641490042919404,0.0014190760897890287,0.011420327935091498,0.010185258414886449,0.15984602245262583
29716,6560384,2,1.19,0.26,0.25,1.7,7.59534446671226,8.804842267065364,6.1970424142579095,5284.300463251308,3.8991217567436687,2.0267054570226906,0.21017218218668865,-0.05298223740900187,0.0011763086659831346,0.0006794301843811579,0.0321868573217045,0.029366403180214527,0.05298223740900187
4557,4519593,2,0.99,0.3,0.45,2.1,11.715692654394779,6.170084720437943,10.852877394196963,5462.031774539178,4.2812084213760375,1.191158470045786,0.3749961080926521,-0.21515892225765715,0.00029257848073328124,0.0016363994296708095,0.05101273105588661,0.042921479432153235,0.21515892225765715
99060,1929688,2,1.17,0.3,-0.5,1.9,2.847589469130101,9.05589887462717,2.332445719570475,6722.384477483514,3.8308583586914318,2.17380285538716,-0.5705049953826501,-0.37785958335295333,0.0015404756204664995,0.0007494269109308838,0.005723722564904768,0.004866016525274133,0.37785958335295333
682,4538060,2,1.05,0.32,0.5,2.1,7.886728314032164,5.417646518172611,8.090252824544173,5594.391963793525,4.284832933989069,1.2220896095720892,0.4291685391319088,1.748788771470874,0.0008436981822969571,0.0011789988288422593,0.05723722564904767,0.04862360044289316,1.748788771470874
